unit,cycle,last_observed_cycle,actual_rul,predicted_rul,prediction_error,absolute_error,risk_band_key,risk_band,op_setting_1,op_setting_2,op_setting_3,sensor_1,sensor_2,sensor_3,sensor_4,sensor_5,sensor_6,sensor_7,sensor_8,sensor_9,sensor_10,sensor_11,sensor_12,sensor_13,sensor_14,sensor_15,sensor_16,sensor_17,sensor_18,sensor_19,sensor_20,sensor_21,sensor_2_rolling_mean_5,sensor_2_lag_1,sensor_2_diff_1
1,11,31,132.0,217.69720634920643,-85.69720634920643,85.69720634920643,3,LOWER PRIORITY,0.0007,-0.0004,100.0,518.67,642.04,1581.03,1403.83,14.62,21.61,554.69,2388.04,9051.67,1.3,47.23,521.95,2388.06,8132.38,8.3919,0.03,391,2388,100.0,39.06,23.3609,642.128,642.07,-0.030000000000086402
1,12,31,131.0,208.23436904761905,-77.23436904761905,77.23436904761905,3,LOWER PRIORITY,0.0026,0.0003,100.0,518.67,642.54,1587.43,1397.82,14.62,21.61,554.35,2388.02,9050.02,1.3,47.27,522.01,2388.06,8132.33,8.3984,0.03,391,2388,100.0,39.11,23.3845,642.2139999999999,642.04,0.5
1,13,31,130.0,211.06735052910048,-81.06735052910048,81.06735052910048,3,LOWER PRIORITY,-0.0056,0.0003,100.0,518.67,641.94,1589.09,1403.94,14.62,21.61,554.04,2388.02,9045.67,1.3,47.35,522.37,2388.03,8131.12,8.4166,0.03,392,2388,100.0,39.08,23.3677,642.094,642.54,-0.599999999999909
1,14,31,129.0,205.2346545214046,-76.2346545214046,76.2346545214046,3,LOWER PRIORITY,0.0017,-0.0004,100.0,518.67,642.23,1583.16,1402.88,14.62,21.61,554.66,2388.03,9045.3,1.3,47.24,521.95,2388.06,8130.3,8.4293,0.03,392,2388,100.0,39.03,23.4572,642.164,641.94,0.2899999999999636
1,15,31,128.0,202.00431084656083,-74.00431084656083,74.00431084656083,3,LOWER PRIORITY,-0.0003,-0.0003,100.0,518.67,642.5,1584.81,1398.79,14.62,21.61,554.15,2388.0,9052.59,1.3,47.35,521.38,2388.0,8133.62,8.4163,0.03,392,2388,100.0,39.04,23.3672,642.25,642.23,0.2699999999999818
1,16,31,127.0,186.48614417989413,-59.486144179894126,59.486144179894126,3,LOWER PRIORITY,-0.0018,0.0003,100.0,518.67,642.32,1584.51,1407.76,14.62,21.61,553.82,2388.1,9041.94,1.3,47.39,522.16,2388.1,8133.83,8.43,0.03,390,2388,100.0,38.87,23.3484,642.306,642.5,-0.17999999999994998
1,17,31,126.0,214.16940873015864,-88.16940873015864,88.16940873015864,3,LOWER PRIORITY,0.0014,0.0002,100.0,518.67,642.19,1582.7,1404.12,14.62,21.61,554.42,2388.06,9045.85,1.3,47.27,522.09,2388.02,8126.78,8.4577,0.03,391,2388,100.0,39.09,23.3409,642.236,642.32,-0.12999999999999545
1,18,31,125.0,189.15433730158728,-64.15433730158728,64.15433730158728,3,LOWER PRIORITY,0.0035,0.0001,100.0,518.67,642.59,1586.53,1403.69,14.62,21.61,553.5,2388.04,9048.12,1.3,47.44,522.14,2388.06,8133.22,8.4323,0.03,391,2388,100.0,38.96,23.4481,642.366,642.19,0.39999999999997726
1,19,31,124.0,191.73322883597885,-67.73322883597885,67.73322883597885,3,LOWER PRIORITY,0.0029,0.0001,100.0,518.67,642.43,1585.58,1402.3,14.62,21.61,553.87,2388.01,9046.9,1.3,47.25,522.06,2388.01,8129.31,8.3892,0.03,391,2388,100.0,39.06,23.3809,642.4060000000001,642.59,-0.16000000000008185
1,20,31,123.0,179.88083730158735,-56.88083730158735,56.88083730158735,3,LOWER PRIORITY,0.0011,-0.0001,100.0,518.67,642.61,1587.78,1400.7,14.62,21.61,554.31,2388.05,9041.12,1.3,47.46,522.28,2388.05,8128.59,8.4099,0.03,392,2388,100.0,39.0,23.3325,642.428,642.43,0.18000000000006366
1,21,31,122.0,202.108785954786,-80.10878595478599,80.10878595478599,3,LOWER PRIORITY,0.0038,-0.0002,100.0,518.67,642.7,1583.3,1399.2,14.62,21.61,554.42,2388.05,9053.73,1.3,47.36,522.05,2388.11,8126.86,8.4174,0.03,392,2388,100.0,38.96,23.4025,642.5040000000001,642.61,0.09000000000003183
1,22,31,121.0,197.25592652717646,-76.25592652717646,76.25592652717646,3,LOWER PRIORITY,0.0012,0.0001,100.0,518.67,642.45,1582.78,1404.06,14.62,21.61,553.43,2388.0,9046.45,1.3,47.26,521.41,2388.04,8128.89,8.4557,0.03,392,2388,100.0,38.94,23.377,642.556,642.7,-0.25
1,23,31,120.0,207.62714550264553,-87.62714550264553,87.62714550264553,3,LOWER PRIORITY,0.0009,-0.0,100.0,518.67,642.12,1587.51,1395.09,14.62,21.61,555.07,2388.04,9052.06,1.3,47.19,522.0,2388.06,8130.97,8.4116,0.03,393,2388,100.0,39.1,23.3186,642.462,642.45,-0.3300000000000409
1,24,31,119.0,196.34175000000002,-77.34175000000002,77.34175000000002,3,LOWER PRIORITY,-0.0006,-0.0001,100.0,518.67,642.32,1594.29,1400.15,14.62,21.61,553.27,2388.07,9043.32,1.3,47.29,522.06,2388.12,8130.7,8.4074,0.03,393,2388,100.0,38.94,23.3971,642.44,642.12,0.20000000000004547
1,25,31,118.0,180.47016005291007,-62.470160052910074,62.470160052910074,3,LOWER PRIORITY,0.0028,-0.0003,100.0,518.67,642.25,1582.43,1400.23,14.62,21.61,553.76,2388.11,9043.8,1.3,47.37,522.26,2388.08,8128.65,8.4007,0.03,393,2388,100.0,38.96,23.3785,642.368,642.32,-0.07000000000005002
1,26,31,117.0,198.98368783068784,-81.98368783068784,81.98368783068784,3,LOWER PRIORITY,0.0047,-0.0005,100.0,518.67,642.48,1583.28,1408.07,14.62,21.61,554.59,2388.08,9053.43,1.3,47.33,521.95,2388.07,8129.12,8.3949,0.03,391,2388,100.0,38.77,23.3557,642.3240000000001,642.25,0.2300000000000182
1,27,31,116.0,173.84068783068784,-57.84068783068784,57.84068783068784,3,LOWER PRIORITY,-0.0007,0.0001,100.0,518.67,642.08,1586.65,1400.31,14.62,21.61,554.35,2388.09,9046.1,1.3,47.34,521.82,2388.02,8127.24,8.4494,0.03,392,2388,100.0,38.87,23.3931,642.25,642.48,-0.39999999999997726
1,28,31,115.0,212.69494841269835,-97.69494841269835,97.69494841269835,3,LOWER PRIORITY,0.0022,0.0005,100.0,518.67,641.93,1594.25,1401.29,14.62,21.61,553.56,2388.07,9055.56,1.3,47.05,521.84,2388.07,8134.89,8.447,0.03,392,2388,100.0,38.83,23.3502,642.2120000000001,642.08,-0.15000000000009095
1,29,31,114.0,178.44594660894666,-64.44594660894666,64.44594660894666,3,LOWER PRIORITY,0.0014,0.0001,100.0,518.67,641.95,1587.15,1398.11,14.62,21.61,554.15,2388.08,9046.11,1.3,47.42,522.39,2388.07,8133.13,8.4212,0.03,392,2388,100.0,39.02,23.3621,642.138,641.93,0.020000000000095497
1,30,31,113.0,165.07238107263106,-52.07238107263106,52.07238107263106,3,LOWER PRIORITY,-0.0025,0.0004,100.0,518.67,642.79,1585.72,1400.97,14.62,21.61,554.1,2388.09,9047.45,1.3,47.4,521.78,2388.1,8134.79,8.411,0.03,391,2388,100.0,39.09,23.4069,642.246,641.95,0.8399999999999181
1,31,31,112.0,174.02111904761895,-62.02111904761895,62.02111904761895,3,LOWER PRIORITY,-0.0006,0.0004,100.0,518.67,642.58,1581.22,1398.91,14.62,21.61,554.42,2388.08,9056.4,1.3,47.23,521.79,2388.06,8130.11,8.4024,0.03,393,2388,100.0,38.81,23.3552,642.266,642.79,-0.2099999999999227
2,1,49,146.0,180.05944576719574,-34.05944576719574,34.05944576719574,3,LOWER PRIORITY,-0.0009,0.0004,100.0,518.67,642.66,1589.3,1407.16,14.62,21.61,553.14,2388.1,9040.2,1.3,47.43,521.62,2388.14,8129.59,8.4283,0.03,392,2388,100.0,39.0,23.3923,642.66,642.66,0.0
2,2,49,145.0,188.22912566137566,-43.22912566137566,43.22912566137566,3,LOWER PRIORITY,-0.0011,0.0002,100.0,518.67,642.51,1588.43,1405.47,14.62,21.61,553.53,2388.07,9053.77,1.3,47.45,522.02,2388.08,8120.05,8.4414,0.03,393,2388,100.0,38.84,23.2902,642.585,642.66,-0.14999999999997726
2,3,49,144.0,197.0886048581049,-53.0886048581049,53.0886048581049,3,LOWER PRIORITY,0.0002,0.0003,100.0,518.67,642.58,1595.6,1410.86,14.62,21.61,553.34,2388.13,9036.57,1.3,47.45,521.29,2388.08,8126.75,8.3804,0.03,394,2388,100.0,39.02,23.4064,642.5833333333334,642.51,0.07000000000005002
2,4,49,143.0,202.99133333333333,-59.99133333333333,59.99133333333333,3,LOWER PRIORITY,0.0025,0.0001,100.0,518.67,642.31,1583.43,1408.23,14.62,21.61,554.15,2388.14,9047.06,1.3,47.42,521.57,2388.06,8129.91,8.4342,0.03,393,2388,100.0,38.82,23.4699,642.515,642.58,-0.2700000000000955
2,5,49,142.0,197.8815529100529,-55.8815529100529,55.8815529100529,3,LOWER PRIORITY,0.0004,-0.0004,100.0,518.67,642.77,1585.03,1407.6,14.62,21.61,553.98,2388.13,9043.96,1.3,47.47,521.59,2388.11,8127.01,8.4247,0.03,392,2388,100.0,38.81,23.3895,642.566,642.31,0.4600000000000364
2,6,49,141.0,198.87523520923514,-57.87523520923514,57.87523520923514,3,LOWER PRIORITY,-0.0008,-0.0003,100.0,518.67,642.5,1579.87,1402.27,14.62,21.61,553.79,2388.11,9042.51,1.3,47.6,521.8,2388.06,8128.82,8.4182,0.03,392,2388,100.0,38.78,23.2688,642.534,642.77,-0.2699999999999818
2,7,49,140.0,193.02863888888896,-53.02863888888896,53.02863888888896,3,LOWER PRIORITY,0.0019,0.0,100.0,518.67,642.63,1594.28,1405.38,14.62,21.61,553.56,2388.14,9050.22,1.3,47.52,520.97,2388.07,8127.07,8.4113,0.03,393,2388,100.0,38.75,23.5222,642.558,642.5,0.12999999999999545
2,8,49,139.0,192.12537566137567,-53.12537566137567,53.12537566137567,3,LOWER PRIORITY,0.0015,0.0003,100.0,518.67,642.61,1583.23,1404.58,14.62,21.61,553.16,2388.07,9050.66,1.3,47.41,521.72,2388.15,8134.66,8.443,0.03,391,2388,100.0,38.79,23.224,642.564,642.63,-0.01999999999998181
2,9,49,138.0,183.299492063492,-45.29949206349201,45.29949206349201,3,LOWER PRIORITY,-0.0022,0.0003,100.0,518.67,642.28,1588.74,1407.54,14.62,21.61,553.25,2388.09,9051.36,1.3,47.47,521.48,2388.08,8131.51,8.4459,0.03,392,2388,100.0,38.71,23.273,642.558,642.61,-0.3300000000000409
2,10,49,137.0,187.24158597883587,-50.24158597883587,50.24158597883587,3,LOWER PRIORITY,0.0021,0.0004,100.0,518.67,642.53,1590.87,1406.04,14.62,21.61,553.45,2388.12,9053.96,1.3,47.47,521.09,2388.1,8123.71,8.4211,0.03,392,2388,100.0,38.92,23.3399,642.51,642.28,0.25
2,11,49,136.0,195.9720873015874,-59.97208730158741,59.97208730158741,3,LOWER PRIORITY,-0.001,0.0,100.0,518.67,642.57,1594.61,1407.53,14.62,21.61,553.65,2388.08,9044.28,1.3,47.37,521.25,2388.12,8124.59,8.3784,0.03,392,2388,100.0,38.81,23.3423,642.524,642.53,0.04000000000007731
2,12,49,135.0,193.9947142857143,-58.99471428571431,58.99471428571431,3,LOWER PRIORITY,0.0022,-0.0001,100.0,518.67,642.7,1599.04,1412.05,14.62,21.61,553.66,2388.12,9051.27,1.3,47.64,521.43,2388.08,8130.06,8.3877,0.03,392,2388,100.0,38.79,23.2849,642.538,642.57,0.12999999999999545
2,13,49,134.0,181.41430026455023,-47.414300264550235,47.414300264550235,3,LOWER PRIORITY,0.0034,0.0001,100.0,518.67,642.35,1583.94,1402.56,14.62,21.61,553.64,2388.13,9044.51,1.3,47.39,521.3,2388.1,8128.62,8.4313,0.03,393,2388,100.0,38.9,23.3169,642.486,642.7,-0.35000000000002274
2,14,49,133.0,186.63410846560845,-53.63410846560845,53.63410846560845,3,LOWER PRIORITY,-0.0013,0.0,100.0,518.67,642.46,1589.62,1402.63,14.62,21.61,552.55,2388.17,9047.88,1.3,47.53,522.15,2388.04,8127.22,8.4346,0.03,393,2388,100.0,38.93,23.3479,642.522,642.35,0.11000000000001364
2,15,49,132.0,192.3640733525732,-60.3640733525732,60.3640733525732,3,LOWER PRIORITY,-0.0009,0.0,100.0,518.67,642.33,1582.15,1398.72,14.62,21.61,553.47,2388.1,9042.9,1.3,47.65,521.55,2388.15,8124.9,8.429,0.03,394,2388,100.0,38.87,23.393,642.482,642.46,-0.12999999999999545
2,16,49,131.0,191.96955820105828,-60.96955820105828,60.96955820105828,3,LOWER PRIORITY,0.0018,-0.0002,100.0,518.67,642.54,1588.49,1401.46,14.62,21.61,554.01,2388.15,9046.42,1.3,47.32,521.59,2388.12,8128.06,8.4817,0.03,393,2388,100.0,38.86,23.361,642.476,642.33,0.2099999999999227
2,17,49,130.0,183.08358730158741,-53.083587301587414,53.083587301587414,3,LOWER PRIORITY,-0.0012,0.0005,100.0,518.67,641.91,1583.24,1408.27,14.62,21.61,554.54,2388.05,9047.39,1.3,47.53,521.39,2388.07,8132.92,8.4357,0.03,392,2388,100.0,38.71,23.2601,642.318,642.54,-0.6299999999999955
2,18,49,129.0,180.52914417989427,-51.529144179894274,51.529144179894274,3,LOWER PRIORITY,0.0005,0.0001,100.0,518.67,642.45,1596.19,1403.2,14.62,21.61,553.64,2388.12,9049.76,1.3,47.3,521.52,2388.09,8127.02,8.4451,0.03,392,2388,100.0,38.83,23.2268,642.338,641.91,0.5400000000000773
2,19,49,128.0,174.21132539682543,-46.21132539682543,46.21132539682543,3,LOWER PRIORITY,0.0005,-0.0,100.0,518.67,642.37,1595.07,1405.63,14.62,21.61,553.73,2388.14,9041.39,1.3,47.4,521.87,2388.08,8130.19,8.4992,0.03,392,2388,100.0,38.77,23.3142,642.3199999999999,642.45,-0.08000000000004093
2,20,49,127.0,182.754511904762,-55.75451190476201,55.75451190476201,3,LOWER PRIORITY,0.0039,0.0004,100.0,518.67,642.72,1589.15,1400.69,14.62,21.61,553.51,2388.12,9048.61,1.3,47.55,521.43,2388.15,8129.88,8.4578,0.03,393,2388,100.0,38.77,23.2495,642.398,642.37,0.35000000000002274
2,21,49,126.0,176.549977994228,-50.54997799422799,50.54997799422799,3,LOWER PRIORITY,-0.0038,-0.0003,100.0,518.67,642.32,1590.72,1402.4,14.62,21.61,553.3,2388.08,9047.49,1.3,47.62,521.44,2388.12,8134.08,8.4513,0.03,394,2388,100.0,38.89,23.3836,642.354,642.72,-0.39999999999997726
2,22,49,125.0,169.69761507936505,-44.69761507936505,44.69761507936505,3,LOWER PRIORITY,0.0005,0.0003,100.0,518.67,642.44,1585.48,1412.69,14.62,21.61,554.22,2388.05,9052.75,1.3,47.54,522.09,2388.09,8126.33,8.4271,0.03,393,2388,100.0,38.88,23.2475,642.46,642.32,0.12000000000000455
2,23,49,124.0,171.50502380952378,-47.50502380952378,47.50502380952378,3,LOWER PRIORITY,-0.0003,0.0003,100.0,518.67,642.69,1591.13,1407.82,14.62,21.61,553.75,2388.15,9048.31,1.3,47.33,522.12,2388.11,8126.07,8.4435,0.03,393,2388,100.0,39.01,23.3193,642.508,642.44,0.25
2,24,49,123.0,164.94785449735457,-41.94785449735457,41.94785449735457,3,LOWER PRIORITY,0.001,-0.0004,100.0,518.67,643.17,1590.83,1408.84,14.62,21.61,553.43,2388.1,9054.48,1.3,47.45,521.66,2388.11,8137.07,8.4307,0.03,392,2388,100.0,39.03,23.2738,642.668,642.69,0.4799999999999045
2,25,49,122.0,176.3990846560847,-54.39908465608471,54.39908465608471,3,LOWER PRIORITY,0.0014,-0.0004,100.0,518.67,643.33,1590.17,1404.7,14.62,21.61,553.24,2388.04,9052.54,1.3,47.52,521.62,2388.12,8133.08,8.4306,0.03,392,2388,100.0,38.86,23.3787,642.79,643.17,0.16000000000008185
2,26,49,121.0,170.43260449735448,-49.432604497354475,49.432604497354475,3,LOWER PRIORITY,0.0012,0.0001,100.0,518.67,642.51,1587.04,1408.29,14.62,21.61,552.7,2388.16,9054.46,1.3,47.46,520.62,2388.1,8129.67,8.4081,0.03,392,2388,100.0,38.93,23.2403,642.8280000000001,643.33,-0.82000000000005
2,27,49,120.0,173.60656216931224,-53.60656216931224,53.60656216931224,3,LOWER PRIORITY,-0.0009,0.0004,100.0,518.67,642.54,1596.98,1408.7,14.62,21.61,553.3,2388.16,9052.56,1.3,47.53,521.63,2388.11,8127.87,8.4669,0.03,393,2388,100.0,38.82,23.2959,642.848,642.51,0.029999999999972715
2,28,49,119.0,170.54354761904762,-51.543547619047615,51.543547619047615,3,LOWER PRIORITY,-0.0008,-0.0,100.0,518.67,642.16,1592.33,1404.59,14.62,21.61,553.75,2388.12,9044.3,1.3,47.47,521.19,2388.08,8129.68,8.4276,0.03,393,2388,100.0,38.76,23.357,642.742,642.54,-0.37999999999999545
2,29,49,118.0,172.41217592592588,-54.41217592592588,54.41217592592588,3,LOWER PRIORITY,-0.0015,-0.0004,100.0,518.67,642.43,1581.85,1401.94,14.62,21.61,553.82,2388.1,9048.68,1.3,47.37,521.15,2388.12,8124.7,8.4347,0.03,394,2388,100.0,39.0,23.3035,642.594,642.16,0.2699999999999818
2,30,49,117.0,161.0143650793651,-44.01436507936509,44.01436507936509,3,LOWER PRIORITY,0.0015,0.0004,100.0,518.67,642.75,1583.78,1409.97,14.62,21.61,553.58,2388.12,9043.57,1.3,47.49,521.74,2388.11,8132.58,8.4629,0.03,393,2388,100.0,38.93,23.3048,642.4780000000001,642.43,0.32000000000005
2,31,49,116.0,167.2538597883598,-51.25385978835979,51.25385978835979,3,LOWER PRIORITY,0.0003,0.0002,100.0,518.67,642.77,1591.32,1402.47,14.62,21.61,553.46,2388.11,9045.86,1.3,47.53,521.41,2388.13,8129.54,8.4312,0.03,394,2388,100.0,38.74,23.3065,642.53,642.75,0.01999999999998181
2,32,49,115.0,161.03757936507935,-46.03757936507935,46.03757936507935,3,LOWER PRIORITY,0.0032,0.0002,100.0,518.67,642.78,1594.31,1416.93,14.62,21.61,553.78,2388.16,9055.9,1.3,47.51,521.48,2388.11,8129.92,8.4061,0.03,394,2388,100.0,38.74,23.3139,642.578,642.77,0.009999999999990905
2,33,49,114.0,157.75489153439148,-43.754891534391476,43.754891534391476,3,LOWER PRIORITY,-0.0006,-0.0003,100.0,518.67,642.53,1592.58,1405.06,14.62,21.61,553.85,2388.09,9048.95,1.3,47.49,521.41,2388.06,8127.13,8.4163,0.03,395,2388,100.0,39.02,23.3074,642.652,642.78,-0.25
2,34,49,113.0,166.1989682539682,-53.19896825396819,53.19896825396819,3,LOWER PRIORITY,-0.0033,0.0001,100.0,518.67,642.43,1582.25,1409.15,14.62,21.61,554.02,2388.13,9048.31,1.3,47.54,521.87,2388.09,8126.81,8.4476,0.03,392,2388,100.0,38.97,23.2535,642.6519999999999,642.53,-0.10000000000002274
2,35,49,112.0,162.88058730158735,-50.880587301587354,50.880587301587354,3,LOWER PRIORITY,-0.0033,-0.0001,100.0,518.67,642.89,1597.36,1402.02,14.62,21.61,553.64,2388.09,9048.35,1.3,47.42,521.99,2388.14,8124.1,8.4593,0.03,393,2388,100.0,38.87,23.3074,642.6800000000001,642.43,0.4600000000000364
2,36,49,111.0,160.0801626984127,-49.08016269841269,49.08016269841269,3,LOWER PRIORITY,-0.0017,0.0001,100.0,518.67,642.23,1584.89,1407.87,14.62,21.61,553.22,2388.12,9050.91,1.3,47.48,521.46,2388.12,8131.65,8.4211,0.03,393,2388,100.0,38.84,23.2243,642.572,642.89,-0.6599999999999682
2,37,49,110.0,168.51102513227502,-58.51102513227502,58.51102513227502,3,LOWER PRIORITY,0.0004,-0.0001,100.0,518.67,643.2,1581.9,1404.83,14.62,21.61,553.61,2388.11,9047.66,1.3,47.19,521.74,2388.16,8135.15,8.4178,0.03,393,2388,100.0,39.02,23.288,642.656,642.23,0.9700000000000273
2,38,49,109.0,159.99206613756604,-50.99206613756604,50.99206613756604,3,LOWER PRIORITY,-0.0029,-0.0001,100.0,518.67,642.62,1588.47,1401.81,14.62,21.61,553.29,2388.1,9048.89,1.3,47.5,521.35,2388.12,8127.19,8.4541,0.03,393,2388,100.0,38.81,23.3641,642.6740000000001,643.2,-0.5800000000000409
2,39,49,108.0,152.8119537037036,-44.81195370370361,44.81195370370361,3,LOWER PRIORITY,0.0002,0.0004,100.0,518.67,642.98,1591.62,1405.46,14.62,21.61,553.49,2388.1,9049.71,1.3,47.58,521.75,2388.13,8128.53,8.4363,0.03,394,2388,100.0,38.67,23.3072,642.784,642.62,0.36000000000001364
2,40,49,107.0,165.69397883597878,-58.69397883597878,58.69397883597878,3,LOWER PRIORITY,0.0023,0.0003,100.0,518.67,642.65,1590.33,1407.82,14.62,21.61,553.68,2388.16,9051.07,1.3,47.47,521.91,2388.12,8127.59,8.419,0.03,393,2388,100.0,38.74,23.3693,642.7360000000001,642.98,-0.3300000000000409
2,41,49,106.0,160.8797486772487,-54.8797486772487,54.8797486772487,3,LOWER PRIORITY,-0.0001,-0.0002,100.0,518.67,642.78,1595.98,1405.79,14.62,21.61,553.44,2388.08,9042.03,1.3,47.44,521.47,2388.1,8125.49,8.4247,0.03,393,2388,100.0,38.82,23.3411,642.846,642.65,0.12999999999999545
2,42,49,105.0,165.12442989417988,-60.12442989417988,60.12442989417988,3,LOWER PRIORITY,-0.0039,-0.0002,100.0,518.67,642.74,1586.43,1409.1,14.62,21.61,553.91,2388.09,9045.09,1.3,47.45,521.51,2388.14,8126.66,8.4788,0.03,393,2388,100.0,38.88,23.2196,642.7539999999999,642.78,-0.03999999999996362
2,43,49,104.0,152.0022513227514,-48.00225132275139,48.00225132275139,3,LOWER PRIORITY,0.0014,0.0001,100.0,518.67,642.82,1588.4,1405.06,14.62,21.61,553.01,2388.11,9050.32,1.3,47.55,521.31,2388.15,8125.56,8.4927,0.03,392,2388,100.0,38.73,23.2775,642.794,642.74,0.08000000000004093
2,44,49,103.0,147.881539081289,-44.88153908128899,44.88153908128899,3,LOWER PRIORITY,-0.0023,0.0003,100.0,518.67,642.77,1591.75,1411.05,14.62,21.61,553.62,2388.12,9049.84,1.3,47.65,520.96,2388.13,8132.18,8.4366,0.03,392,2388,100.0,38.79,23.3533,642.752,642.82,-0.05000000000006821
2,45,49,102.0,150.4175701058201,-48.41757010582009,48.41757010582009,3,LOWER PRIORITY,-0.0029,0.0,100.0,518.67,642.48,1590.52,1406.2,14.62,21.61,553.85,2388.09,9045.99,1.3,47.5,521.65,2388.1,8128.22,8.4467,0.03,392,2388,100.0,38.95,23.2906,642.718,642.77,-0.2899999999999636
2,46,49,101.0,145.30432539682542,-44.30432539682542,44.30432539682542,3,LOWER PRIORITY,0.0026,-0.0002,100.0,518.67,642.84,1589.31,1401.67,14.62,21.61,553.83,2388.11,9045.35,1.3,47.42,521.04,2388.1,8128.82,8.4455,0.03,394,2388,100.0,38.88,23.231,642.73,642.48,0.36000000000001364
2,47,49,100.0,153.62900529100526,-53.62900529100526,53.62900529100526,3,LOWER PRIORITY,-0.0029,-0.0004,100.0,518.67,642.85,1587.58,1403.23,14.62,21.61,554.24,2388.06,9052.32,1.3,47.5,522.23,2388.11,8128.77,8.4221,0.03,392,2388,100.0,38.88,23.2965,642.752,642.84,0.009999999999990905
2,48,49,99.0,147.88632936507938,-48.886329365079376,48.886329365079376,3,LOWER PRIORITY,0.0011,-0.0001,100.0,518.67,642.64,1587.71,1411.96,14.62,21.61,553.3,2388.18,9046.73,1.3,47.44,521.32,2388.11,8125.65,8.4465,0.03,392,2388,100.0,38.99,23.2918,642.716,642.85,-0.21000000000003638
2,49,49,98.0,153.74400264550266,-55.74400264550266,55.74400264550266,3,LOWER PRIORITY,0.0018,-0.0001,100.0,518.67,642.55,1586.59,1410.83,14.62,21.61,553.52,2388.1,9044.77,1.3,47.67,521.74,2388.09,8126.9,8.4505,0.03,391,2388,100.0,38.81,23.2618,642.672,642.64,-0.09000000000003183
